ActivityId,Id,Date,EmployeeId,FromTime,Hours,Month,Rate,Status,ToTime,Year
42,236,20220215,14,2022021508:21:00:000,8.21666622161865,2,0,4,2022021517:04:00:000,2022
42,237,20220216,14,2022021608:23:00:000,7.96666669845581,2,0,4,2022021616:51:00:000,2022
42,238,20220217,14,2022021708:32:00:000,8.14999961853027,2,0,4,2022021717:11:00:000,2022
42,239,20220218,14,2022021808:25:00:000,8.10000038146973,2,0,4,2022021817:01:00:000,2022
42,240,20220214,15,2022021400:55:00:000,7.83333349227905,2,0,4,2022021409:15:00:000,2022
42,241,20220215,15,2022021507:56:00:000,7.61666679382324,2,0,4,2022021516:03:00:000,2022
42,242,20220216,15,2022021600:58:00:000,7.59999990463257,2,0,4,2022021609:04:00:000,2022
42,243,20220217,15,2022021715:01:00:000,7.41666650772095,2,0,4,2022021722:56:00:000,2022
42,244,20220218,15,2022021814:56:00:000,7.69999980926514,2,0,4,2022021823:08:00:000,2022
42,245,20220214,7,2022021408:23:00:000,3.98333334922791,2,,4,2022021412:22:00:000,2022
42,246,20220214,7,2022021412:51:00:000,4.15000009536743,2,0,4,2022021417:01:00:000,2022
42,247,20220215,7,2022021508:25:00:000,4.09999990463257,2,,4,2022021512:31:00:000,2022
42,248,20220215,7,2022021512:58:00:000,4.16666650772095,2,0,4,2022021517:11:00:000,2022
42,249,20220216,7,2022021608:32:00:000,3.71666669845581,2,,4,2022021612:15:00:000,2022
42,250,20220216,7,2022021612:44:00:000,4.19999980926514,2,0,4,2022021616:57:00:000,2022
42,251,20220217,7,2022021708:30:00:000,3.98333334922791,2,,4,2022021712:29:00:000,2022
42,252,20220217,7,2022021713:05:00:000,4.11666679382324,2,,4,2022021717:12:00:000,2022
42,253,20220218,7,2022021808:25:00:000,4.15000009536743,2,,4,2022021812:34:00:000,2022
42,254,20220218,7,2022021812:58:00:000,4.08333349227905,2,0,4,2022021817:09:00:000,2022
42,255,20220214,9,2022021408:23:00:000,8.18333339691162,2,0,4,2022021417:04:00:000,2022
42,256,20220215,9,2022021508:25:00:000,8.10000038146973,2,0,4,2022021517:01:00:000,2022
42,257,20220217,9,2022021708:23:00:000,7.96666669845581,2,0,4,2022021716:51:00:000,2022
42,258,20220218,9,2022021808:30:00:000,8.18333339691162,2,0,4,2022021817:11:00:000,2022
42,259,20230213,4,2023021308:45:00:000,0,2,,4,,2023
42,260,20230216,4,2023021609:00:00:000,0,2,,4,2023021609:00:00:000,2023
42,261,20220516,4,2022051608:45:00:000,0,5,,4,,2022
42,262,20230703,1,2023070308:30:00:000,4,7,,4,2023070312:30:00:000,2023
42,263,20230703,1,2023070313:00:00:000,4,7,,4,2023070317:00:00:000,2023
42,264,20230704,1,2023070408:30:00:000,4,7,,4,2023070412:30:00:000,2023
42,265,20230704,1,2023070413:00:00:000,4,7,,4,2023070417:00:00:000,2023
42,266,20230705,1,2023070508:30:00:000,4,7,,4,2023070512:30:00:000,2023
42,267,20230705,1,2023070513:00:00:000,4,7,,4,2023070517:00:00:000,2023
42,268,20230706,1,2023070608:30:00:000,4,7,,4,2023070612:30:00:000,2023
42,269,20230706,1,2023070613:00:00:000,4,7,,4,2023070617:00:00:000,2023
42,270,20230707,1,2023070708:30:00:000,4,7,,4,2023070712:30:00:000,2023
42,271,20230707,1,2023070713:00:00:000,4,7,,4,2023070717:00:00:000,2023
42,272,20230710,1,2023071008:30:00:000,4,7,,4,2023071012:30:00:000,2023
42,273,20230710,1,2023071013:00:00:000,4,7,,4,2023071017:00:00:000,2023
42,274,20230711,1,2023071108:30:00:000,4,7,,4,2023071112:30:00:000,2023
42,275,20230711,1,2023071113:00:00:000,4,7,,4,2023071117:00:00:000,2023
42,276,20230712,1,2023071208:30:00:000,4,7,,4,2023071212:30:00:000,2023
42,277,20230712,1,2023071213:00:00:000,4,7,,4,2023071217:00:00:000,2023
42,278,20230713,1,2023071308:30:00:000,4,7,,4,2023071312:30:00:000,2023
42,279,20230713,1,2023071313:00:00:000,4,7,,4,2023071317:00:00:000,2023
42,280,20230714,1,2023071408:30:00:000,4,7,,4,2023071412:30:00:000,2023
42,281,20230714,1,2023071413:00:00:000,4,7,,4,2023071417:00:00:000,2023
42,336,20230703,2,2023070308:30:00:000,4,7,,4,2023070312:30:00:000,2023
42,337,20230703,2,2023070313:00:00:000,4,7,,4,2023070317:00:00:000,2023
42,338,20230704,2,2023070408:30:00:000,4,7,,4,2023070412:30:00:000,2023
42,339,20230704,2,2023070413:00:00:000,4,7,,4,2023070417:00:00:000,2023
42,340,20230706,2,2023070608:30:00:000,4,7,,4,2023070612:30:00:000,2023
42,341,20230706,2,2023070613:00:00:000,4,7,,4,2023070617:00:00:000,2023
42,342,20230707,2,2023070708:30:00:000,4,7,,4,2023070712:30:00:000,2023
42,343,20230707,2,2023070713:00:00:000,4,7,,4,2023070717:00:00:000,2023
42,344,20230710,2,2023071008:30:00:000,4,7,,4,2023071012:30:00:000,2023
42,345,20230710,2,2023071013:00:00:000,4,7,,4,2023071017:00:00:000,2023
42,346,20230711,2,2023071108:30:00:000,4,7,,4,2023071112:30:00:000,2023
42,347,20230711,2,2023071113:00:00:000,4,7,,4,2023071117:00:00:000,2023
42,348,20230712,2,2023071208:30:00:000,4,7,,4,2023071212:30:00:000,2023
42,349,20230712,2,2023071213:00:00:000,4,7,,4,2023071217:00:00:000,2023
42,350,20230713,2,2023071308:30:00:000,4,7,,4,2023071312:30:00:000,2023
42,351,20230713,2,2023071313:00:00:000,4,7,,4,2023071317:00:00:000,2023
42,352,20230714,2,2023071408:30:00:000,4,7,,4,2023071412:30:00:000,2023
42,353,20230714,2,2023071413:00:00:000,4,7,,4,2023071417:00:00:000,2023
42,354,20230717,2,2023071708:30:00:000,4,7,,4,2023071712:30:00:000,2023
42,355,20230717,2,2023071713:00:00:000,4,7,,4,2023071717:00:00:000,2023
42,356,20230718,2,2023071808:30:00:000,4,7,,4,2023071812:30:00:000,2023
42,357,20230718,2,2023071813:00:00:000,4,7,,4,2023071817:00:00:000,2023
42,358,20230720,2,2023072008:30:00:000,4,7,,4,2023072012:30:00:000,2023
42,359,20230720,2,2023072013:00:00:000,4,7,,4,2023072017:00:00:000,2023
42,360,20230721,2,2023072108:30:00:000,4,7,,4,2023072112:30:00:000,2023
42,361,20230721,2,2023072113:00:00:000,4,7,,4,2023072117:00:00:000,2023
42,362,20230724,2,2023072408:30:00:000,4,7,,4,2023072412:30:00:000,2023
42,363,20230724,2,2023072413:00:00:000,4,7,,4,2023072417:00:00:000,2023
42,364,20230725,2,2023072508:30:00:000,4,7,,4,2023072512:30:00:000,2023
42,365,20230725,2,2023072513:00:00:000,4,7,,4,2023072517:00:00:000,2023
42,366,20230726,2,2023072608:30:00:000,4,7,,4,2023072612:30:00:000,2023
42,367,20230726,2,2023072613:00:00:000,4,7,,4,2023072617:00:00:000,2023
42,368,20230727,2,2023072708:30:00:000,4,7,,4,2023072712:30:00:000,2023
42,369,20230727,2,2023072713:00:00:000,4,7,,4,2023072717:00:00:000,2023
42,370,20230728,2,2023072808:30:00:000,4,7,,4,2023072812:30:00:000,2023
42,371,20230728,2,2023072813:00:00:000,4,7,,4,2023072817:00:00:000,2023
42,372,20240102,36,2024010209:02:00:000,8.05000019073486,1,0,4,2024010217:35:00:000,2024
42,373,20240103,36,2024010309:03:00:000,8.01666641235352,1,0,4,2024010317:34:00:000,2024
42,374,20240104,36,2024010408:32:00:000,7.98333311080933,1,0,4,2024010417:01:00:000,2024
42,375,20240105,36,2024010509:05:00:000,8.08333301544189,1,0,4,2024010517:40:00:000,2024
42,376,20240102,13,2024010208:30:00:000,8,1,0,4,2024010217:00:00:000,2024
42,377,20240103,13,2024010308:30:00:000,8,1,0,4,2024010317:00:00:000,2024
42,378,20240104,13,2024010408:30:00:000,8,1,0,4,2024010417:00:00:000,2024
42,379,20240105,13,2024010510:30:00:000,6,1,0,4,2024010517:00:00:000,2024
42,380,20240108,13,2024010808:30:00:000,8.01666641235352,1,0,4,2024010817:01:00:000,2024
42,381,20240109,13,2024010908:32:00:000,8.01666641235352,1,0,4,2024010917:03:00:000,2024
65,382,20240110,13,2024011008:35:00:000,7.98333311080933,1,0,4,2024011017:04:00:000,2024
42,383,20240111,13,2024011108:29:00:000,8.03333377838135,1,0,4,2024011117:01:00:000,2024
42,384,20250203,37,2025020308:30:00:000,8.03333377838135,2,0,4,2025020317:02:00:000,2025
42,385,20250204,37,2025020408:35:00:000,8.06666660308838,2,0,4,2025020417:09:00:000,2025
44,386,20250205,37,2025020508:29:00:000,8.03333377838135,2,0,4,2025020517:01:00:000,2025
42,387,20250206,37,2025020608:31:00:000,8.01666641235352,2,0,4,2025020617:02:00:000,2025
42,388,20250207,37,2025020708:26:00:000,0,2,,4,,2025
65,389,20250203,8,2025020308:31:00:000,3.98333334922791,2,,4,2025020312:30:00:000,2025
65,390,20250203,8,2025020313:00:00:000,4.05000019073486,2,,4,2025020317:03:00:000,2025
42,391,20250204,8,2025020408:29:00:000,4,2,,4,2025020412:29:00:000,2025
42,392,20250204,8,2025020413:00:00:000,4.01666688919067,2,,4,2025020417:01:00:000,2025
42,393,20250205,8,2025020508:31:00:000,3.98333334922791,2,,4,2025020512:30:00:000,2025
65,394,20250205,8,2025020513:00:00:000,4,2,,4,2025020517:00:00:000,2025
42,395,20250206,8,2025020608:26:00:000,4.06666660308838,2,,4,2025020612:30:00:000,2025
42,396,20250206,8,2025020613:01:00:000,3.95000004768372,2,,4,2025020616:58:00:000,2025
44,397,20250207,8,2025020708:30:00:000,4,2,,4,2025020712:30:00:000,2025
42,398,20250207,8,2025020713:00:00:000,4,2,,4,2025020717:00:00:000,2025
42,399,20250203,14,2025020308:00:00:000,8,2,0,4,2025020316:30:00:000,2025
42,400,20250204,14,2025020407:59:00:000,8.01666641235352,2,0,4,2025020416:30:00:000,2025
42,401,20250205,14,2025020501:01:00:000,8.03333377838135,2,0,4,2025020509:33:00:000,2025
42,402,20250206,14,2025020615:01:00:000,7.96666669845581,2,0,4,2025020623:29:00:000,2025
42,403,20250207,14,2025020714:58:00:000,8.13333320617676,2,0,4,2025020723:36:00:000,2025
42,404,20250203,15,2025020300:59:00:000,8.03333377838135,2,0,4,2025020309:31:00:000,2025
42,405,20250204,15,2025020401:02:00:000,7.94999980926514,2,0,4,2025020409:29:00:000,2025
42,406,20250206,15,2025020608:00:00:000,8.03333377838135,2,0,4,2025020616:32:00:000,2025
42,407,20250207,15,2025020715:00:00:000,8,2,0,4,2025020723:30:00:000,2025
65,408,20250203,6,2025020308:30:00:000,4,2,,4,2025020312:30:00:000,2025
65,409,20250203,6,2025020313:00:00:000,4,2,,4,2025020317:00:00:000,2025
44,410,20250204,6,2025020408:30:00:000,8,2,0,4,2025020417:00:00:000,2025
42,411,20250205,6,2025020508:31:00:000,3.98333334922791,2,,4,2025020512:30:00:000,2025
42,412,20250205,6,2025020513:00:00:000,4.09999990463257,2,,4,2025020517:06:00:000,2025
42,413,20250206,6,2025020608:30:00:000,4,2,,4,2025020612:30:00:000,2025
42,414,20250206,6,2025020613:00:00:000,4,2,,4,2025020617:00:00:000,2025
42,415,20250207,6,2025020708:29:00:000,4.01666688919067,2,,4,2025020712:30:00:000,2025
44,416,20250207,6,2025020712:55:00:000,4.08333349227905,2,0,4,2025020717:05:00:000,2025
42,417,20250421,37,2025042108:30:00:000,8.03333377838135,4,0,4,2025042117:02:00:000,2025
42,418,20250422,37,2025042208:35:00:000,8.06666660308838,4,0,4,2025042217:09:00:000,2025
44,419,20250423,37,2025042308:29:00:000,8.03333377838135,4,0,4,2025042317:01:00:000,2025
42,420,20250424,37,2025042408:31:00:000,8.01666641235352,4,0,4,2025042417:02:00:000,2025
42,421,20250425,37,2025042508:26:00:000,0,4,,4,,2025
